Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Bsmt Qual,BsmtFin SF 1,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Foundation_PConc,BsmtFin Type 1_GLQ,Total Bathrooms
-0.06463795,0.6840432,0.41998973,-0.56767815,-0.68654877,0.57868356,-0.9990463,-0.56631255,-0.15513024,-0.9218404,0.19726865,-0.77037615,0.36116737,0.6224172,0.68284976,0.30854627,-0.38759306,True,False,0.35317695
-0.7758984,-0.17593493,-0.8747779,-0.56767815,-0.68654877,-0.52837974,0.7378846,-0.21862452,0.88870007,-0.53281164,-1.0997187,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.40160885,False,False,-0.2680664
-0.06463795,-1.6643587,-0.4431887,-0.56767815,-0.68654877,-0.52837974,-0.29789987,-0.9896878,-2.242791,-1.1362032,-0.79071856,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,0.7149825,False,False,-1.5105531
0.6466225,1.1471084,1.0433964,-0.48840144,1.0428215,0.57868356,-0.9626231,0.2307682,0.88870007,-0.029985312,-0.71346855,0.74094486,-0.27991018,-0.92542917,-0.9799633,0.30854627,-0.16334039,True,True,-0.2680664
-0.7758984,0.41943458,-0.011599483,0.27605224,1.0428215,-0.52837974,-0.35481113,-0.02231085,-0.15513024,-0.31315592,-0.9309884,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-0.9715843,False,False,-0.2680664
1.357883,1.1801845,1.0913508,-0.56767815,2.7721918,0.57868356,-0.9990463,1.2454497,0.88870007,1.1318082,0.1789726,2.252266,-0.27991018,0.6224172,1.2371209,0.30854627,0.5701527,True,False,-0.2680664
-0.7758984,0.18790199,-0.34728,-0.56767815,-0.68654877,0.57868356,-0.6848963,-0.36290324,-1.1989605,-0.69424534,-1.2237253,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-0.7660194,False,False,-0.2680664
-0.06463795,-0.37439144,-1.1625041,0.0665353,-0.68654877,-0.52837974,0.45560488,0.077028595,-2.242791,1.3223528,0.32534108,-0.77037615,0.36116737,2.1702635,1.2371209,0.30854627,0.26180527,False,False,-0.2680664
-0.06463795,0.6840432,0.37203538,-0.56767815,1.0428215,0.57868356,-0.11806038,-0.67747813,0.88870007,-0.9165475,0.2175976,0.74094486,0.36116737,-0.92542917,-0.9799633,0.30854627,0.05624034,True,False,0.35317695
0.6466225,1.0809562,0.94748765,-0.56767815,1.0428215,0.57868356,0.116413906,-0.6561911,0.88870007,-1.0224056,0.1749068,0.74094486,-0.27991018,-0.92542917,-0.9799633,0.30854627,0.22442983,True,True,0.35317695
-0.06463795,0.84942365,0.61180717,-0.56767815,-0.68654877,0.57868356,0.92910635,-0.24227676,0.88870007,-0.55927616,0.22776209,-0.77037615,0.36116737,0.6224172,0.68284976,0.30854627,-0.009166688,True,False,0.35317695
0.6466225,0.88249975,0.65976155,-0.56767815,-0.68654877,0.57868356,1.1635807,0.98290974,0.88870007,0.81158715,-0.067007765,-0.77037615,-0.9209877,-0.92542917,-0.9799633,0.30854627,0.3131965,True,True,0.9744203
-0.06463795,-1.5651305,0.5638528,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.47170356,-1.1989605,-0.36873147,0.67296624,-0.77037615,1.6433225,0.6224172,1.2371209,-1.0060315,-1.0837107,False,False,-1.5105531
1.357883,1.1471084,1.0913508,-0.56767815,1.0428215,0.57868356,0.3281237,1.1792234,0.88870007,1.078879,0.13831468,2.252266,-0.27991018,0.6224172,1.2371209,0.30854627,0.14033508,True,True,-0.2680664
1.357883,-0.043630596,-0.6829605,-0.56767815,1.0428215,-0.52837974,-0.20001256,2.7662892,0.88870007,2.8070138,1.4657955,0.74094486,1.002245,0.6224172,0.68284976,0.30854627,0.6962948,True,False,0.9744203
-0.06463795,-0.4405436,-1.2584128,-0.56767815,-0.68654877,-0.52837974,0.5079632,0.5051343,0.88870007,0.27700338,-0.47765267,-0.77037615,-0.27991018,0.6224172,0.68284976,0.30854627,-0.18202811,False,False,-0.2680664
-0.7758984,-0.8705327,-1.6420476,-0.56767815,-0.68654877,-0.52837974,0.5944683,-0.60179096,-1.1989605,-0.96153724,-1.4290478,-2.281697,-1.5620652,-0.92542917,-0.9799633,-1.0060315,-1.0837107,False,False,-0.2680664
-0.06463795,0.18790199,-0.34728,-0.2165957,-0.68654877,0.57868356,0.15966645,-0.88088745,-1.1989605,-1.2447078,-0.21947493,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.723972,False,True,-0.88930976
-0.7758984,-1.0689892,-1.5461389,-0.56767815,-0.68654877,-0.52837974,-0.8897767,-0.88798314,0.88870007,-0.68101305,-0.35364604,-0.77037615,0.36116737,-0.92542917,-0.9799633,-1.0060315,-0.8968335,False,False,-0.2680664
0.6466225,1.1801845,1.0913508,-0.56767815,1.0428215,0.57868356,-0.9990463,1.5174506,0.88870007,1.4096859,0.39242664,0.74094486,0.36116737,-0.92542917,-0.9799633,1.623124,2.2520475,True,False,-0.2680664
-0.7758984,-1.5320543,0.4679441,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.8170264,-0.15513024,-0.83186096,-0.048711706,0.74094486,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-1.0369914,True,False,-1.5105531
-0.7758984,-0.10978276,-0.7788692,0.4629187,-0.68654877,-0.52837974,0.21202478,-0.0932676,-0.15513024,-0.39254954,-0.99197525,0.74094486,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.4109527,False,False,-1.5105531
-0.06463795,-0.30823928,0.80362463,0.6554478,1.0428215,-0.52837974,-0.2614767,-1.0086097,-1.1989605,-1.4167273,-0.4613895,-0.77037615,0.36116737,-0.92542917,-0.9799633,-1.0060315,-0.8968335,False,False,-0.88930976
0.6466225,0.6178911,0.27612665,-0.0070787584,-0.68654877,0.57868356,1.4709013,1.0112925,0.88870007,0.9941925,1.6934798,0.74094486,2.2844,0.6224172,1.7913918,0.30854627,0.19639824,True,True,1.5956637
-0.06463795,0.15482591,-0.39523435,0.11183626,-0.68654877,-0.52837974,-0.9990463,0.93797046,-1.1989605,0.7613045,-0.10563278,-0.77037615,-0.9209877,0.6224172,1.2371209,0.30854627,0.004849103,False,False,-0.2680664
-0.7758984,-0.17593493,-0.8747779,-0.56767815,-0.68654877,-0.52837974,0.3873114,0.10541129,-1.1989605,-0.17024739,-0.821212,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.9715843,False,False,-1.5105531
0.6466225,-1.6312826,0.99544203,-0.56767815,-0.68654877,0.57868356,0.079990715,0.14325489,-1.1989605,0.009711501,1.162894,0.74094486,1.002245,0.6224172,1.2371209,-1.0060315,-0.7333159,False,False,-0.88930976
1.357883,0.3863585,1.1872594,-0.56767815,1.0428215,0.57868356,2.2813172,1.0609621,0.88870007,0.8989201,1.2929994,0.74094486,-0.9209877,0.6224172,1.2371209,0.30854627,0.6542474,False,True,0.35317695
-2.1984193,-1.8628151,-1.6420476,-0.56767815,1.0428215,-1.635443,-0.9990463,-0.49062538,-0.15513024,-0.83715385,0.2216634,-0.77037615,1.002245,-0.92542917,-0.9799633,-1.0060315,-0.43431234,False,False,-0.2680664
-0.7758984,-0.20901102,1.1872594,-0.56767815,-0.68654877,-0.52837974,0.2598302,-0.36290324,0.88870007,-0.69424534,-1.2237253,-0.77037615,-0.9209877,0.6224172,1.2371209,-1.0060315,-0.6352054,False,True,-0.2680664
-0.06463795,0.7832715,0.5638528,-0.56767815,-0.68654877,0.57868356,-0.5005039,-0.6490954,-0.15513024,-1.0144663,0.32940686,-0.77037615,1.002245,0.6224172,0.68284976,0.30854627,-0.19137198,True,True,1.5956637
-1.4871589,-0.50669575,-1.3543215,-0.56201553,-0.68654877,-3.8495696,-0.9990463,-2.4774141,-0.15513024,-0.49840772,-1.0732911,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-0.658565,False,False,-1.5105531
0.6466225,1.1471084,1.0433964,-0.56767815,1.0428215,1.6857469,-0.9990463,-0.42439908,0.88870007,-0.7127705,1.067348,0.74094486,1.6433225,0.6224172,1.2371209,0.30854627,-0.23341934,True,False,0.35317695
1.357883,0.88249975,0.65976155,-0.56767815,-0.68654877,0.57868356,-0.22277705,0.8764746,0.88870007,0.85128397,-0.03651433,-0.77037615,-0.9209877,-0.92542917,-0.9799633,0.30854627,0.10763157,True,True,0.9744203
-0.06463795,-0.14285885,-0.8268236,-0.56767815,-2.415919,-0.52837974,0.9860176,-0.017580401,-0.15513024,-0.307863,-0.92692256,-0.77037615,-0.27991018,0.6224172,-0.42569226,0.30854627,0.037552617,False,False,-0.2680664
2.0691433,0.71711934,0.4679441,3.6113353,1.0428215,1.6857469,-0.33432308,1.6215204,0.88870007,2.0554206,4.0740004,2.252266,2.9254775,0.6224172,0.68284976,1.623124,2.2754073,True,False,2.8381503
-0.06463795,-0.7382284,-1.6420476,1.3576126,-0.68654877,-0.52837974,-0.31611148,-0.6278084,-1.1989605,-0.36343855,0.12205152,-0.77037615,-0.27991018,0.6224172,1.2371209,0.30854627,-0.009166688,False,False,-0.2680664
-0.06463795,0.71711934,0.4679441,-0.56767815,1.0428215,0.57868356,1.1499219,0.24732478,0.88870007,-0.011460133,0.61197937,0.74094486,0.36116737,0.6224172,0.12857877,0.30854627,0.6729351,True,True,1.5956637
1.357883,0.6840432,0.37203538,-0.56767815,1.0428215,0.57868356,-0.4003401,0.55007356,0.88870007,0.327286,-0.43902764,0.74094486,-0.9209877,-0.92542917,-0.9799633,0.30854627,0.15902281,True,False,-0.2680664
2.0691433,1.1140324,0.99544203,2.9204957,2.7721918,1.6857469,-0.9353057,1.5056244,0.88870007,1.3964535,0.38226214,2.252266,-0.27991018,0.6224172,1.7913918,0.30854627,0.42999476,True,True,-0.2680664
2.0691433,1.1801845,1.1393051,1.3576126,2.7721918,1.6857469,1.8100922,1.5387375,0.88870007,1.4335039,0.41072267,2.252266,1.002245,0.6224172,1.2371209,1.623124,1.3830686,True,True,0.9744203
1.357883,1.1140324,0.99544203,0.62147206,1.0428215,0.57868356,-0.7281488,1.5931377,0.88870007,1.4943724,0.4574793,0.74094486,0.36116737,-0.92542917,-0.9799633,0.30854627,0.38327545,True,True,0.9744203
-2.9096797,-2.0281956,-1.6420476,-0.56767815,-2.415919,-3.8495696,-0.9990463,-2.4774141,-1.1989605,-0.9165475,-1.3944886,-0.77037615,-1.5620652,-0.92542917,-0.9799633,-1.0060315,-0.8968335,False,False,-1.5105531
-0.7758984,-0.67207617,-1.5940933,-0.56767815,-0.68654877,-3.8495696,-0.9990463,-2.4774141,-2.242791,0.18437748,-0.548804,-0.77037615,0.36116737,0.6224172,1.2371209,0.30854627,-0.33620182,False,False,-0.88930976
-1.4871589,-2.4912608,-1.6420476,-0.56767815,-2.415919,-0.52837974,-0.9990463,-0.68930423,-0.15513024,-0.540751,-1.1058174,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-0.6632369,False,False,-1.5105531
-0.7758984,0.25405416,-0.25137126,-0.56767815,-0.68654877,-3.8495696,-0.9990463,-2.4774141,-1.1989605,-0.096146666,1.512552,-0.77037615,3.566555,-0.92542917,-0.9799633,0.30854627,0.26180527,False,False,-0.2680664
-0.7758984,-0.53977185,-1.4022759,-0.56767815,-0.68654877,-0.52837974,-0.607497,0.7913265,-0.15513024,0.59722435,-0.2316723,0.74094486,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.56979835,False,False,-0.88930976
0.6466225,1.0478802,0.89953333,-0.56767815,1.0428215,0.57868356,0.41690522,-0.28721604,0.88870007,-0.37137792,0.78884125,2.252266,0.36116737,0.6224172,1.7913918,0.30854627,0.5094176,True,True,1.5956637
-0.06463795,1.1801845,1.0913508,-0.56767815,1.0428215,0.57868356,-0.9990463,-0.6609216,0.88870007,-1.0276985,7.77876e-05,0.74094486,0.36116737,-0.92542917,-0.9799633,0.30854627,0.4673702,False,False,0.9744203
0.6466225,1.1140324,0.99544203,-0.56767815,1.0428215,0.57868356,-0.9990463,0.4956734,0.88870007,0.29023567,-0.4674882,0.74094486,-0.27991018,0.6224172,0.68284976,0.30854627,-0.088589504,True,False,-0.2680664
-0.7758984,-0.14285885,-0.8268236,1.9805008,-0.68654877,-0.52837974,-0.5574151,0.30409017,-1.1989605,0.79835486,-0.07717224,-0.77037615,0.36116737,0.6224172,0.68284976,0.30854627,0.18705438,False,False,0.35317695
-1.4871589,-1.6974348,-0.20341691,-0.56767815,-0.68654877,-0.52837974,-0.35253468,0.23549865,-1.1989605,-0.024692403,0.32737398,-2.281697,1.6433225,0.6224172,0.68284976,-1.0060315,-1.4481212,True,False,-1.5105531
1.357883,1.1801845,1.1393051,1.9012241,1.0428215,1.6857469,2.1879828,1.5671202,0.88870007,1.4652613,0.43511742,0.74094486,-0.27991018,0.6224172,1.2371209,1.623124,1.8409177,True,True,0.9744203
-0.7758984,-1.39975,0.80362463,-0.56767815,-0.68654877,-0.52837974,-0.46635714,-0.28721604,-1.1989605,-0.6095588,-0.36584342,-0.77037615,-0.27991018,-0.92542917,-0.9799633,0.30854627,0.05624034,False,False,-0.2680664
1.357883,1.2132605,1.1872594,1.1650835,2.7721918,1.6857469,-0.9990463,2.3523748,0.88870007,2.3438842,1.1100388,2.252266,1.002245,0.6224172,1.2371209,1.623124,4.289009,True,False,0.35317695
1.357883,0.9155758,0.70771587,3.2432652,1.0428215,0.57868356,1.6484643,0.48384726,0.88870007,0.29552856,1.766664,0.74094486,1.002245,0.6224172,1.2371209,1.623124,1.7941984,True,True,1.5956637
1.357883,-2.3589563,0.89953333,-0.56767815,1.0428215,-0.52837974,-0.9990463,-0.27775514,-1.1989605,-0.598973,0.14238048,0.74094486,0.36116737,-0.92542917,-0.9799633,-1.0060315,-0.859458,False,False,-0.2680664
-0.06463795,-1.8628151,-1.6420476,-0.56767815,-0.68654877,-1.635443,-0.9990463,-0.5095472,-1.1989605,-0.8212751,-0.3211197,-0.77037615,0.36116737,-0.92542917,-0.9799633,0.30854627,0.26180527,False,False,-0.2680664
-0.7758984,-0.47361967,-1.3063672,-0.56767815,-0.68654877,-0.52837974,-0.9990463,1.8367559,-2.242791,1.7669572,0.66686755,-0.77037615,1.6433225,-0.92542917,-0.9799633,0.30854627,0.05624034,False,False,-0.2680664
-0.7758984,-1.8628151,-1.6420476,-0.56767815,-0.68654877,-1.635443,0.562598,-0.85487,-1.1989605,-0.5037006,0.31720948,-0.77037615,0.36116737,-0.92542917,-0.9799633,-1.0060315,-0.26145092,True,False,0.9744203
2.0691433,0.88249975,0.65976155,1.8219475,1.0428215,1.6857469,0.5307277,0.85282236,0.88870007,1.3620496,3.2161186,0.74094486,1.6433225,0.6224172,0.68284976,1.623124,1.560602,True,True,1.5956637
-0.7758984,-1.5320543,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.7031079,-0.34634665,-1.1989605,-0.67572016,-0.29469207,-0.77037615,0.36116737,0.6224172,1.2371209,0.30854627,0.48605794,False,False,-0.2680664
-0.7758984,-0.14285885,-0.8268236,-0.56767815,-0.68654877,-0.52837974,0.7515433,-0.43385997,-1.1989605,-0.6783666,-1.211528,-0.77037615,-0.27991018,0.6224172,-0.42569226,-1.0060315,-0.859458,False,False,-0.2680664
0.6466225,1.0809562,0.99544203,-0.56767815,1.0428215,0.57868356,-0.9444115,0.44363844,0.88870007,0.23466012,-0.510179,0.74094486,-0.9209877,-0.92542917,-0.9799633,0.30854627,0.10763157,True,True,-0.2680664
-1.4871589,-1.1682174,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.35025823,-0.22808541,0.88870007,-0.5433974,-1.1078503,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.6772527,False,False,-1.5105531
-0.7758984,0.25405416,-0.25137126,-0.56767815,-0.68654877,-3.8495696,-0.9990463,-2.4774141,-1.1989605,1.0021318,0.079360716,-0.77037615,1.002245,-0.92542917,-0.9799633,0.30854627,-0.33620182,False,False,-0.2680664
-0.7758984,-0.27516317,-1.018641,-0.56767815,-0.68654877,0.57868356,0.78569,-0.15712866,-1.1989605,-0.21523711,-0.85577124,0.74094486,-0.27991018,-0.92542917,-0.9799633,0.30854627,-0.1493246,False,False,-0.2680664
-1.4871589,-1.4659022,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-1.2474973,-2.242791,-1.6840192,-1.9840282,-2.281697,-1.5620652,-0.92542917,-0.9799633,-1.0060315,-1.0837107,False,False,-1.5105531
0.6466225,0.981728,0.80362463,2.337246,-0.68654877,-0.52837974,0.55121577,-0.44805133,0.88870007,-0.75246733,0.5957162,-0.77037615,0.36116737,0.6224172,0.68284976,0.30854627,0.34590003,True,True,1.5956637
1.357883,1.1140324,1.0433964,1.5841174,1.0428215,1.6857469,-0.9990463,0.26151612,0.88870007,0.004418593,1.7890259,0.74094486,1.6433225,0.6224172,1.2371209,1.623124,1.7801826,True,False,1.5956637
-0.7758984,-0.20901102,-0.9227323,-0.56767815,-0.68654877,-3.8495696,-0.9990463,-2.4774141,-1.1989605,1.3435245,0.34160423,-0.77037615,1.002245,-0.92542917,-0.9799633,-2.3206093,-2.204974,False,False,-0.2680664
0.6466225,0.9155758,0.75567025,-0.56767815,-0.68654877,0.57868356,-0.9990463,-1.5691679,0.88870007,-1.0118198,-0.13409331,-0.77037615,0.36116737,0.6224172,0.68284976,0.30854627,-0.33620182,True,False,0.35317695
0.6466225,1.0809562,0.99544203,0.41761774,1.0428215,1.6857469,2.35644,1.2927542,0.88870007,1.2958883,0.3050121,2.252266,-0.9209877,0.6224172,1.2371209,0.30854627,0.046896476,True,True,1.5956637
-0.06463795,-0.20901102,-0.9227323,-0.56767815,-0.68654877,-0.52837974,1.0315466,0.20948118,-1.1989605,-0.0538034,-0.7317646,-0.77037615,-0.9209877,0.6224172,1.2371209,-1.0060315,-0.4109527,False,False,-0.2680664
-0.7758984,-0.30823928,-1.0665953,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.36290324,-0.15513024,-0.69424534,-1.2237253,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-0.7660194,False,False,-1.5105531
2.0691433,1.1140324,1.0433964,0.6101468,1.0428215,1.6857469,-0.45269844,2.2341137,0.88870007,2.2115614,2.7892106,2.252266,2.9254775,0.6224172,1.2371209,1.623124,1.1401281,True,True,1.5956637
0.6466225,1.1140324,0.99544203,0.24773914,1.0428215,0.57868356,-0.9535173,0.7558481,0.88870007,0.55752754,-0.26216573,0.74094486,-0.27991018,0.6224172,1.2371209,0.30854627,0.05624034,True,True,-0.2680664
0.6466225,1.0478802,0.89953333,-0.56767815,1.0428215,0.57868356,0.4897516,-0.16185911,0.88870007,-0.4348928,0.88642025,0.74094486,0.36116737,0.6224172,1.2371209,0.30854627,0.64490354,True,True,1.5956637
-0.7758984,-1.366674,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.2614767,-0.3203292,-0.15513024,-0.6466091,-0.5040803,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-1.457465,False,False,-1.5105531
-0.06463795,-0.27516317,-1.018641,1.9861635,-0.68654877,-0.52837974,0.2962534,0.6636044,-1.1989605,0.4543158,-0.34144866,-0.77037615,-0.27991018,2.1702635,1.2371209,0.30854627,0.26180527,False,False,0.35317695
-1.4871589,-0.2420871,-0.9706866,-0.56767815,-0.68654877,-3.8495696,-0.9990463,-2.4774141,-1.1989605,0.17908457,-0.5528698,-0.77037615,1.002245,-0.92542917,-0.9799633,1.623124,0.27114913,False,False,-0.2680664
-0.7758984,-0.47361967,-0.1075082,-0.56767815,-0.68654877,-3.8495696,-0.9990463,-2.4774141,-0.15513024,1.6081699,0.5448938,-0.77037615,0.36116737,0.6224172,0.68284976,-1.0060315,-0.7987229,False,False,0.35317695
-1.4871589,1.0478802,0.94748765,-0.56767815,-0.68654877,0.57868356,-0.9990463,0.17400281,0.88870007,-0.09350021,-0.76225805,-0.77037615,-0.9209877,-0.92542917,-0.9799633,0.30854627,-0.1493246,True,False,-0.2680664
-0.06463795,0.8163476,0.61180717,0.19111294,-0.68654877,1.6857469,-0.9626231,-0.3014074,0.88870007,-0.58309424,-1.1383437,-0.77037615,-2.203143,-0.92542917,-0.9799633,0.30854627,-0.055885993,True,False,0.35317695
0.6466225,0.05559765,-0.5390974,1.2443602,-0.68654877,-0.52837974,1.0861814,0.46019503,-2.242791,0.22672075,-0.5162777,-0.77037615,-0.27991018,0.6224172,0.68284976,0.30854627,0.26180527,False,False,-0.88930976
1.357883,1.1471084,1.0913508,0.42894298,1.0428215,0.57868356,0.9268299,0.6967175,0.88870007,0.49136618,-0.31298813,0.74094486,-0.27991018,0.6224172,1.2371209,0.30854627,0.36458775,True,True,0.9744203
1.357883,0.7832715,0.51589847,3.169651,1.0428215,0.57868356,2.8618119,2.510845,0.88870007,2.5317824,1.2543744,0.74094486,0.36116737,0.6224172,0.68284976,1.623124,1.7147756,True,True,1.5956637
-0.7758984,-1.5320543,-1.6420476,-0.56767815,-0.68654877,-0.52837974,0.06633202,-0.43385997,-1.1989605,-0.77363896,-1.2847122,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-2.3206093,-2.204974,False,False,-0.2680664
-0.06463795,0.05559765,1.0433964,-0.56767815,-0.68654877,0.57868356,1.2045567,-0.008119501,-1.1989605,-0.26816618,-0.8964291,0.74094486,-0.9209877,0.6224172,0.68284976,0.30854627,0.3272123,False,False,-0.2680664
-1.4871589,-1.6974348,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.8264873,-1.1989605,-1.2129503,-0.7480278,-0.77037615,-0.27991018,-0.92542917,-0.9799633,0.30854627,0.26180527,False,False,-1.5105531
-0.06463795,1.1801845,1.0913508,-0.44310048,1.0428215,0.57868356,-0.9990463,-0.69876516,0.88870007,-1.0700419,0.016340952,0.74094486,-0.27991018,-0.92542917,-0.9799633,0.30854627,-0.1493246,True,False,0.35317695
-0.06463795,1.1471084,1.0433964,-0.56767815,1.0428215,0.57868356,-0.9990463,-0.75553054,-0.15513024,-1.1335567,-0.08123803,-0.77037615,1.002245,-0.92542917,-0.9799633,0.30854627,-0.20071584,True,False,0.35317695
0.6466225,1.1471084,1.0433964,-0.56767815,1.0428215,0.57868356,-0.9990463,1.0656925,0.88870007,0.9042131,0.0041435785,0.74094486,-0.9209877,-0.92542917,-0.9799633,0.30854627,0.948579,True,False,-0.2680664
1.357883,0.3202063,-0.15546256,-0.56767815,1.0428215,0.57868356,1.1863451,0.42235142,-1.1989605,0.18437748,-0.548804,0.74094486,-1.5620652,2.1702635,0.68284976,0.30854627,0.05624034,False,True,-0.2680664
-0.06463795,0.84942365,0.61180717,-0.56767815,-0.68654877,0.57868356,0.4760929,-0.52846897,0.88870007,-0.6651343,0.5896175,0.74094486,0.36116737,-0.92542917,-0.9799633,0.30854627,0.9906264,True,True,1.5956637
0.6466225,0.9155758,0.70771587,0.666773,1.0428215,0.57868356,0.02535593,-0.84304386,0.88870007,-1.1732535,-0.08936962,0.74094486,-0.27991018,-0.92542917,-0.9799633,0.30854627,0.15902281,True,True,1.5956637
-0.7758984,-0.57284796,-0.4431887,-0.56767815,-0.68654877,-0.52837974,0.107308105,-0.26356378,-1.1989605,-0.58309424,-1.1383437,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-1.0837107,False,False,-1.5105531
0.6466225,1.1471084,1.0433964,-0.56767815,1.0428215,0.57868356,-0.9990463,-0.75553054,0.88870007,-1.1335567,-0.08123803,0.74094486,1.002245,0.6224172,0.68284976,0.30854627,-0.1493246,True,False,0.35317695
-0.7758984,-0.53977185,-0.8268236,-0.56767815,-0.68654877,-0.52837974,-0.15676002,-0.6609216,-0.15513024,-0.3502063,0.18710418,-0.77037615,-0.27991018,-0.92542917,-0.9799633,0.30854627,0.037552617,False,True,-0.88930976
-0.7758984,-2.5243368,0.70771587,-0.56767815,-0.68654877,0.57868356,-0.9990463,-0.73660874,0.88870007,-1.0726883,0.07732782,0.74094486,-0.27991018,-0.92542917,-0.9799633,-2.3206093,-2.204974,False,False,-0.88930976
-0.7758984,-0.34131536,-1.1145498,-0.2675593,-0.68654877,-0.52837974,-0.561968,-0.3014074,-0.15513024,-0.7101241,-1.2359227,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-1.0837107,False,False,-0.88930976
-0.7758984,-0.96976095,-0.25137126,-0.56767815,-0.68654877,-0.52837974,0.105031654,-0.88798314,-1.1989605,-1.001234,-0.43496186,-0.77037615,-1.5620652,-0.92542917,-0.9799633,-1.0060315,-1.0837107,False,False,-0.2680664
-1.4871589,-1.6974348,1.0913508,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.7862785,-0.15513024,0.32993248,0.49203852,-0.77037615,0.36116737,0.6224172,1.2371209,-1.0060315,-0.4857036,False,False,-0.2680664
-0.7758984,0.08867374,-0.49114305,-0.56767815,-0.68654877,0.57868356,-0.9990463,-0.35817277,-1.1989605,-0.68895245,0.60181487,-0.77037615,1.002245,-0.92542917,-0.9799633,0.30854627,0.037552617,False,False,0.9744203
-0.06463795,-1.8628151,-1.6420476,-0.56767815,-0.68654877,0.57868356,-0.9990463,-0.571043,-1.1989605,-0.8345074,0.307045,-2.281697,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-1.195837,True,False,0.35317695
2.0691433,1.0148041,0.85157895,0.64978516,1.0428215,0.57868356,1.4117136,1.3684413,0.88870007,1.3541102,0.34973583,0.74094486,0.36116737,0.6224172,0.68284976,1.623124,1.0747212,True,True,0.9744203
0.6466225,-0.4074675,0.61180717,-0.56767815,-0.68654877,-0.52837974,1.8396862,1.0727882,-1.1989605,1.7060887,0.6201109,-0.77037615,-0.27991018,2.1702635,0.68284976,0.30854627,0.05624034,False,False,0.9744203
0.6466225,0.9155758,0.70771587,0.46858132,1.0428215,0.57868356,1.6461879,1.2785628,0.88870007,1.142394,0.18710418,0.74094486,-0.27991018,-0.92542917,-0.9799633,0.30854627,0.00017717262,True,False,-0.2680664
-0.7758984,-3.020478,0.32408103,-0.56767815,-0.68654877,-1.635443,-0.9990463,-0.97313124,-1.1989605,-0.17818674,0.51643324,2.252266,1.002245,-0.92542917,-0.9799633,-1.0060315,-1.0837107,False,False,-1.5105531
1.357883,0.7832715,0.5638528,2.7109787,1.0428215,0.57868356,0.8585364,2.3310878,0.88870007,2.3729951,3.5413818,0.74094486,1.6433225,0.6224172,1.7913918,1.623124,0.9065317,True,True,1.5956637
0.6466225,1.1140324,0.99544203,-0.56767815,1.0428215,0.57868356,0.6149563,0.2875336,0.88870007,0.08910513,-0.62198824,0.74094486,-0.9209877,-0.92542917,-0.9799633,0.30854627,0.4954018,True,True,0.9744203
-0.06463795,0.15482591,-0.39523435,0.87628996,-0.68654877,-0.52837974,0.43739328,-0.015215175,0.88870007,-0.0829144,-0.7541264,-0.77037615,-0.27991018,0.6224172,0.12857877,-1.0060315,-0.5604545,False,False,-0.2680664
-0.06463795,1.0809562,0.94748765,0.38930464,1.0428215,0.57868356,0.5079632,-0.47170356,0.88870007,-0.8159822,-1.3172386,0.74094486,-2.203143,0.6224172,1.2371209,0.30854627,-0.2427632,True,True,-0.2680664
1.357883,0.15482591,-0.39523435,-0.56767815,1.0428215,0.57868356,-0.8829474,-0.19260705,0.88870007,1.5525943,0.502203,0.74094486,-0.9209877,2.1702635,0.12857877,0.30854627,0.2664772,False,False,0.35317695
